Observation,Plot_number,bio1,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,psme,x,y
2915,207,8.004166603,14.26666641,2.816666603,2494,396,42,61.89827728,1155,193,208,10.47500038,44.38559341,475.320282,22.60000038,-1,23.60000038,3.183333158,13.91666698,1,-122.4625,46.27916667
2916,1545,5.324999809,15.1833334,-4.683333397,394,46,22,25.94606018,124,74,102,12.3166666,35.59730148,813.6268311,24.5,-10.10000038,34.59999847,-4.099999905,11.46666718,1,-119.7208333,48.79583333
2917,2560,5.904166698,13.38333321,-0.816666722,2189,339,48,59.81955338,1007,187,208,9.074999809,35.58823395,589.3619995,21.10000038,-4.400000095,25.5,-0.450000018,13.19999981,1,-121.5291667,48.15416667
2918,3301,0.925000012,9.649999619,-6.516666889,1319,196,44,49.16618347,568,155,155,10.0666666,34.12429428,674.5217285,18,-11.5,29.5,-6.150000095,9.649999619,0,-120.5708333,48.09583333
2919,1641,5.887499809,16.43333244,-4.766666889,481,74,20,44.35655975,202,67,80,12.84166622,34.89583206,864.1289063,26.29999924,-10.5,36.79999924,-4.133333206,16.06666565,1,-120.0041667,48.20416667
2920,3077,2.670833349,10.94999981,-4.716666698,1983,307,48,57.60299683,905,193,200,9.508333206,33.95833206,643.465271,19,-9,28,-4.166666508,10.5,0,-121.2041667,48.05416667
2921,1003,9.112500191,15.35000038,3.599999905,2233,355,36,62.28801346,1036,172,182,10.79166698,44.59366608,485.4057617,23.79999924,-0.400000006,24.19999886,3.916666746,15.10000038,1,-122.6291667,46.14583333
2922,285,8.854166985,15.51666641,2.850000143,2507,400,38,62.33392334,1155,185,201,11.10833359,43.39192581,519.9976196,24.39999962,-1.200000048,25.60000038,3.350000143,15.21666622,1,-122.3458333,45.90416667
2923,2388,5.587500095,16.01666641,-5.066666603,590,95,25,51.28658676,266,82,88,13.02499962,35.29810333,857.9577026,25.89999962,-11,36.90000153,-4.433333397,15.58333302,1,-120.3291667,48.57916667
2924,2919,7.616666794,16.81666565,-1.549999952,764,140,13,73.63379669,403,57,57,11.8166666,36.69772339,750.9761353,26,-6.199999809,32.20000076,-0.949999988,16.81666565,0,-121.0041667,47.19583333
2925,2676,7.066666603,14.01666641,0.75,1833,285,58,49.75822449,775,207,208,7.983333588,34.11680984,549.5921631,20.70000076,-2.700000048,23.40000153,1.099999905,13.85000038,1,-122.0958333,48.85416667
2926,3319,0.462500066,9.533333778,-7.699999809,880,108,47,29.4086628,314,150,150,11.375,35.77043915,719.7952271,18.60000038,-13.19999981,31.79999924,-7.333333015,9.533333778,0,-119.9458333,48.6625
2927,3827,7.291666508,14.48333359,0.666666687,2172,330,47,58.03830338,978,183,210,9.366666794,37.46666718,569.7919922,22.20000076,-2.799999952,25,1.166666627,14.28333378,0,-121.6041667,48.0625
2928,3779,1.433333278,10.80000019,-7.150000095,1045,143,46,40.8860321,423,149,149,10.98333359,34.32291412,746.602417,19.70000076,-12.30000019,32,-6.733333588,10.80000019,0,-120.5791667,48.6875
2929,3285,4.741666794,13.58333302,-3.849999905,1049,165,38,54.32151031,479,129,129,11.23333359,36.00427246,720.6525879,22.60000038,-8.600000381,31.20000076,-3.383333445,13.58333302,0,-120.9458333,48.8875
2930,1926,8.145833015,14.88333321,1.916666627,1687,256,58,46.96212769,697,200,200,7.758333206,34.32891083,535.2079468,21.29999924,-1.299999952,22.59999847,2.333333254,14.88333321,1,-122.1791667,48.90416667
2931,1269,3.108333349,11.14999962,-3.900000095,1734,294,30,64.17900848,826,135,141,8.850000381,33.65018845,613.6175537,18.70000076,-7.599999905,26.30000114,-3.166666746,10.53333378,0,-121.3208333,46.72916667
2932,3204,2.612499952,11.33333302,-5.283333302,1908,313,39,61.17226028,895,171,177,9.058333397,31.78362465,680.975647,19.20000076,-9.300000191,28.5,-4.666666508,10.94999981,0,-121.0708333,47.6125
2933,3681,2.3125,11.83333302,-6.849999905,622,72,36,24.49069786,208,120,145,12.22500038,36.16864014,773.3314209,21.29999924,-12.5,33.79999924,-6.400000095,8.566666603,0,-120.0125,48.87083333
2934,1225,6.287499905,12.96666718,0.733333349,2441,376,52,57.59107971,1100,216,225,8.891666412,38.49206543,510.9177551,20.5,-2.599999905,23.10000038,1.033333421,12.71666718,0,-121.9625,46.95416667
2935,4651,7.929166794,17.28333282,-1.316666722,492,91,9,71.93184662,258,38,41,12.40833378,37.83028412,758.9689941,27,-5.800000191,32.79999924,-0.666666627,17.10000038,0,-120.9541667,46.8625
2936,858,8.737500191,16.46666718,1.216666698,1868,310,24,67.11175537,895,123,134,11.20833302,38.91782379,623.4002075,25.89999962,-2.900000095,28.79999924,1.866666675,16.35000038,1,-121.8708333,45.84583333
2937,561,9.550000191,16.28333282,3.416666508,1740,277,31,60.91166306,809,145,156,11.30000019,43.62934494,533.8751831,25.29999924,-0.600000024,25.89999962,3.766666651,16.23333359,1,-121.9958333,46.44583333
2938,1691,7.295833111,14.16666603,0.99999994,1810,279,56,49.68468475,763,201,205,8.058333397,34.73419571,544.4490967,20.79999924,-2.400000095,23.19999886,1.350000024,13.98333359,1,-122.0958333,48.80416667
2939,3054,5.487500191,12.75,-0.816666722,2178,330,53,55.701828,966,206,220,8.574999809,35.14344406,562.5070801,20,-4.400000095,24.39999962,-0.416666716,12.46666718,0,-121.7791667,48.32916667
2940,2071,6.300000191,14.69999981,-1.833333373,1663,290,23,69.75387573,824,107,126,9.199999809,33.09352493,681.3222656,22.60000038,-5.199999809,27.79999924,-1.25,14.61666679,1,-121.3041667,47.27083333
2941,3065,6.349999905,13.98333359,-0.683333337,1949,304,42,60.96780777,907,162,185,10.0666666,37.56219101,608.3659058,22.29999924,-4.5,26.79999924,-0.300000012,13.85000038,0,-121.3708333,48.32916667
2942,2619,5.483333588,15.66666698,-4.883333206,582,93,22,49.5633049,257,76,85,12.76666641,35.36472702,839.8466797,25.60000038,-10.5,36.09999847,-4.233333588,15.38333321,1,-120.1958333,48.22916667
2943,2901,9.4375,16.13333321,2.950000048,1528,221,54,44.08480835,615,191,192,8.274999619,35.36324692,545.3319702,22.89999962,-0.5,23.39999962,3.349999905,16.10000038,0,-122.1625,48.97083333
2944,2535,3.954166651,13.85000038,-5.800000191,888,138,32,52.56722641,401,110,112,12.29166698,35.5250473,807.9532471,23.60000038,-11,34.59999847,-5.216666698,13.71666718,1,-120.6208333,48.6375
2945,296,8.766666412,15.09999943,3.366666794,1836,274,39,55.97442245,816,169,174,10.3166666,43.53023911,486.510437,23.29999924,-0.400000006,23.69999886,3.700000048,14.83333302,1,-122.3125,46.7625
2946,4442,4.512500286,13.6833334,-4.366666794,704,125,17,62.3062706,341,69,73,10.65833378,33.83597946,743.7440186,22.60000038,-8.899999619,31.5,-3.683333397,13.65000057,1,-120.3958333,47.30416667
2947,4086,6.395833492,14.21666718,-0.816666663,1529,268,20,71.22695923,768,99,108,10.95833302,38.3158493,617.7247925,23.5,-5.099999905,28.60000038,-0.199999943,14.05000019,1,-121.5791667,46.09583333
2948,160,8.683333397,16.21666718,1.733333349,1889,311,24,66.2026825,899,127,138,11.08333302,39.58333206,594.3343506,25.5,-2.5,28,2.283333302,15.94999981,1,-121.8625,45.74583333
2949,3862,7.125,17.56666565,-3.383333445,492,87,13,61.65450668,240,51,55,12.25,34.21787643,853.8455811,27.29999924,-8.5,35.79999924,-2.716666698,17.19999886,0,-120.2958333,47.62083333
2950,3590,5.116666794,13.19999981,-2.450000048,2281,370,42,60.99514389,1057,186,209,7.483333111,29.46194267,642.4043579,20,-5.400000095,25.39999962,-1.800000072,12.91666698,0,-121.4375,47.39583333
2951,1830,5.037499905,14.71666718,-4.466666698,755,130,19,61.08240891,361,75,78,11.52500057,34.40298462,788.0618286,24.10000038,-9.399999619,33.5,-3.816666603,14.55000019,1,-120.3708333,47.6375
2952,3217,1.974999905,11.21666622,-6.816666603,877,115,45,35.67818069,340,142,157,11.51666641,35.54526901,747.4365234,20.29999924,-12.10000038,32.40000153,-6.366666794,11.14999962,0,-120.5625,48.92083333
2953,2723,6.283333302,15.25,-2.533333302,1390,250,20,71.5340271,705,91,104,10.11666679,33.72222137,731.7703857,23.79999924,-6.199999809,30,-1.849999905,15.23333359,1,-121.1041667,47.3875
2954,474,8.066666603,15.01666641,1.866666555,1792,290,30,63.52863693,849,136,150,11.30000019,43.12976837,542.4746704,24.20000076,-2,26.20000076,2.366666555,14.83333302,1,-121.8291667,46.3875
2955,458,3.0625,10.66666698,-3.049999952,2285,372,45,60.27336884,1052,198,200,8.091667175,33.29903793,569.4459839,17.70000076,-6.599999905,24.30000114,-2.549999952,10.08333397,1,-121.5958333,46.9125
2956,4514,5.004166603,13.76666641,-2.983333349,1113,198,18,68.82518005,554,83,83,10.74166679,35.33443069,689.3688354,23.10000038,-7.300000191,30.40000153,-2.183333397,13.76666641,0,-121.0625,46.32916667
2957,2980,2.704166651,11.30000019,-4.816666603,1639,243,56,49.73983383,707,198,198,9.608333588,33.59556961,661.9889526,19.5,-9.100000381,28.60000038,-4.433333397,11.30000019,0,-121.3458333,48.7125
2958,4120,6.991666794,14.89999962,-0.51666671,1522,267,19,72.45469666,769,95,106,11.46666622,38.87005615,631.9049072,24.60000038,-4.900000095,29.5,0.166666642,14.78333282,1,-121.6458333,46.07083333
2959,2199,5.045833588,15.26666737,-5.216666698,525,74,26,37.70846176,206,83,97,12.90833378,35.6583786,837.7905273,25.20000076,-11,36.20000076,-4.633333206,14.98333359,1,-119.9625,48.39583333
2960,234,7.349999905,14.28333378,1.516666651,2537,409,38,62.80843735,1177,186,201,10.30000019,41.20000076,526.9768066,22.89999962,-2.099999905,25,2.083333492,13.78333282,1,-122.1875,45.87083333
2961,1910,8.083333015,15.05000019,1.666666627,2080,309,48,55.29964066,917,186,207,9.516666412,39.00273132,551.5858765,22.70000076,-1.700000048,24.40000153,2.150000095,14.85000038,1,-121.6375,47.95416667
2962,3546,2.858333349,12.01666641,-5.550000191,1517,246,36,60.51032639,714,146,146,10.55000019,34.03225708,724.0380249,20.89999962,-10.10000038,31,-5.066666603,12.01666641,0,-120.8625,48.0125
2963,3052,0.612500072,9.316666603,-7.133333206,1403,201,51,47.16716385,596,176,176,10.1916666,34.43130493,678.4545288,17.70000076,-11.89999962,29.60000038,-6.75,9.316666603,0,-120.9375,48.55416667
2964,3377,7.620833397,14.88333321,0.949999988,2189,334,47,58.42134476,993,186,205,9.241666794,37.11512756,576.3500366,22.60000038,-2.299999952,24.89999962,1.333333254,14.69999981,0,-121.5458333,47.7875
2965,4175,5.216666698,13.35000038,-2.133333206,1318,233,19,70.03105164,658,89,93,10.53333378,36.70151138,633.7921143,22.5,-6.199999809,28.70000076,-1.316666722,13.10000038,1,-121.3458333,46.14583333
2966,4306,5.608333111,14.3166666,-2.633333206,1020,192,16,72.83766174,526,74,75,10.11666679,34.2937851,697.2570801,22.89999962,-6.599999905,29.5,-1.933333278,14.28333282,1,-121.0625,46.82083333
2967,1903,8.520833015,15.91666698,1.549999952,1926,305,46,59.83050919,885,163,193,9.658333778,37.00510788,593.7686157,24.10000038,-2,26.10000038,2,15.83333397,1,-121.4375,48.57083333
2968,4042,4.3125,12.85000038,-3.616666555,1314,236,23,68.17866516,652,102,107,9.375,33.0105629,676.9320068,20.89999962,-7.5,28.39999962,-2.916666508,12.66666698,1,-121.0291667,46.97083333
2969,2125,8.037500381,14.79999924,1.733333349,1693,258,53,48.81827164,709,191,193,8.308333397,35.81178284,539.2255249,21.5,-1.700000048,23.20000076,2.150000095,14.63333321,1,-122.0875,48.74583333
2970,903,8.679166794,14.96666622,3.316666603,1846,275,45,52.40219498,796,185,187,9.958333015,42.55698013,484.7654419,22.89999962,-0.5,23.39999962,3.583333254,14.78333378,1,-122.1291667,46.97916667
2971,2565,7.991666794,14.66666698,1.883333325,1691,259,55,48.42189407,708,196,196,7.883333206,34.72834015,528.3973999,21.20000076,-1.5,22.70000076,2.25,14.66666698,1,-122.2458333,48.79583333
2972,1102,6.816666603,13.85000038,0.833333313,2623,417,43,61.64941788,1209,199,212,10.5,41.17647171,539.0999756,22.5,-3,25.5,1.333333373,13.53333378,1,-122.2875,46.24583333
2973,1231,2.837500095,10.76666641,-3.616666555,1980,325,34,62.15364456,924,160,161,9.041666985,34.64240265,590.4394531,18.60000038,-7.5,26.10000038,-2.966666698,10,0,-121.4708333,46.4875
2974,1355,8.475000381,15.33333302,2.533333302,1822,293,34,62.24264145,859,146,159,11.30000019,43.29501724,533.7794189,24.5,-1.600000024,26.10000038,2.733333349,15.25,0,-121.8291667,46.50416667
2975,952,6.362500191,14.10000038,-0.816666603,1642,278,23,67.50706482,801,113,125,11.125,39.17253494,611.2956543,23.39999962,-5,28.39999962,-0.166666642,13.89999962,1,-121.6458333,46.22083333
2976,2515,5.125,15.61666679,-5.666666985,544,80,27,40.96414566,222,85,98,13.1833334,35.43906784,866.3416138,25.60000038,-11.60000038,37.20000076,-4.983333588,15.23333359,1,-120.1125,48.52916667
2977,3958,2.483333349,10.25,-4.5,1785,266,62,48.36857605,755,217,217,9.050000191,34.28030396,604.8829346,17.79999924,-8.600000381,26.39999962,-4.050000191,10.25,0,-121.5958333,48.79583333
2978,4359,4.904166698,13.28333282,-2.683333158,1300,233,21,69.74738312,651,93,99,9.758333206,34.48174286,654.829834,21.60000038,-6.699999809,28.29999924,-1.966666579,13.03333282,1,-121.2208333,46.65416667
2979,1583,5.391666412,13.98333359,-2.833333254,1139,177,40,54.44373322,518,133,133,11,36.06557465,695.5469971,22.79999924,-7.699999809,30.5,-2.333333254,13.98333359,1,-121.0208333,48.89583333
2980,792,5.754166603,13.38333321,-1.116666675,1868,318,26,68.08214569,912,128,137,10.375,37.86496353,594.9119873,22.20000076,-5.199999809,27.40000153,-0.51666671,13.11666679,1,-121.7208333,46.0625
2981,3819,4.866666794,12.48333359,-1.816666722,1907,287,52,53.93210983,840,194,205,9.199999809,35.38461304,594.0206909,20.20000076,-5.800000191,26,-1.516666651,12.19999981,0,-121.5125,48.55416667
2982,1955,6.341666698,16.51666641,-3.850000143,544,87,18,51.53902817,243,66,72,12.88333321,35.68790436,832.9351807,26.5,-9.600000381,36.09999847,-3.233333349,16.21666718,1,-120.1458333,48.0125
2983,2687,6.641666889,16.33333397,-3.099999905,422,76,11,61.3622551,206,43,48,11.58333302,34.78478622,794.079895,25.60000038,-7.699999809,33.29999924,-2.349999905,16.11666679,1,-120.3625,47.32083333
2984,3041,0.608333349,9.783333778,-7.650000095,974,125,49,35.14245605,373,154,154,11,34.92063522,723.4570923,18.60000038,-12.89999962,31.5,-7.283333302,9.783333778,0,-120.4958333,48.82916667
2985,1475,5.316666603,12.08333302,-0.049999993,2617,421,44,61.94013596,1212,200,212,9.199999809,39.14893723,505.0262451,19.79999924,-3.700000048,23.5,0.433333308,11.5666666,0,-122.1125,46.37083333
2986,2597,6.825000286,16.45000076,-2.833333254,805,152,18,73.67792511,428,68,68,13.30000019,38.1088829,789.3682861,26.89999962,-8,34.90000153,-2.200000048,16.45000076,1,-120.5875,48.24583333
2987,156,6.091666698,13.38333321,-0.200000048,2217,363,34,64.16390228,1046,160,172,10.14999962,38.88888931,561.592041,21.89999962,-4.199999809,26.09999847,0.25000003,13.08333302,1,-121.8958333,46.2125
2988,3561,1.854166627,11.36666679,-7.150000095,696,87,36,29.93817329,251,125,149,11.8083334,35.56726837,767.1833496,20.60000038,-12.60000038,33.20000076,-6.716666698,11.23333359,0,-120.0458333,48.77083333
2989,4682,6.670833588,15.73333359,-2.033333302,564,106,9,73.82817841,298,41,43,12.35833359,37.79306793,726.6656494,26.10000038,-6.599999905,32.70000076,-1.149999976,15.66666698,0,-120.7958333,46.2375
2990,402,8.166666985,14.4333334,3,2174,333,42,59.02928162,986,185,190,10.16666698,43.63376236,477.1141052,22.60000038,-0.699999988,23.30000114,3.266666651,14.1833334,1,-122.4875,46.74583333
2991,1727,4.645833492,13.80000019,-4.133333206,1312,231,27,68.71102905,662,107,115,11.82499981,36.38461685,742.7297974,23.60000038,-8.899999619,32.5,-3.699999809,13.78333378,1,-120.8208333,48.05416667
2992,1468,6.058333397,13.1833334,0.016666612,2026,335,36,63.58770752,962,157,168,9.616666794,38.46666718,545.888916,21.29999924,-3.700000048,25,0.399999976,12.86666679,0,-121.7541667,46.5125
2993,1022,7.699999809,14.58333302,1.766666651,1949,318,34,63.40544891,924,151,164,10.73333359,41.92708588,532.6008301,23.39999962,-2.200000048,25.60000038,2.099999905,14.41666698,1,-121.8458333,46.42083333
2994,818,6.004166603,12.71666718,0.633333385,2812,449,46,61.64185333,1294,213,227,9.708333969,40.79131699,504.2296448,20.70000076,-3.099999905,23.80000114,1.033333421,12.26666641,1,-122.3625,46.1875
2995,508,5.275000095,12.85000038,-1.366666675,1998,334,29,66.08553314,958,138,150,9.949999809,37.26591873,585.2602539,21.29999924,-5.400000095,26.69999886,-0.816666722,12.51666641,1,-121.7291667,46.12083333
2996,3532,7.954166412,17.68333435,-1.850000143,747,153,11,83.15644073,424,48,48,13.34166622,38.33812332,797.2351685,28,-6.800000191,34.79999924,-1.26666677,17.68333435,0,-120.6625,47.7625
2997,154,6.974999905,13.85000038,1.366666675,2618,422,40,62.58434677,1214,195,210,10.15000057,41.42856979,516.6918335,22.20000076,-2.299999952,24.5,1.899999976,13.26666641,1,-122.2208333,45.87916667
2998,4181,6.212500095,14.90000057,-2.166666508,766,150,12,77.53429413,413,53,53,10.77499962,35.91666794,701.9360352,23.89999962,-6.099999905,30,-1.416666627,14.90000057,1,-121.0958333,46.79583333
2999,3923,8.600000381,15.26666641,2.383333206,1660,250,50,49.15787888,695,181,188,8.816666603,37.51773071,530.6984863,22.29999924,-1.200000048,23.5,2.833333254,15.0666666,0,-122.0208333,48.60416667
3000,119,9.425000191,15.63333321,3.866666794,2028,318,34,61.53381729,937,160,170,10.94999981,45.06172943,485.6134949,24.10000038,-0.200000003,24.30000114,4.166666508,15.41666698,1,-122.7208333,46.20416667
3001,1162,9.170833588,15.91666698,3,2543,409,37,63.44617844,1182,182,198,10.64166641,42.06192398,531.6246948,24.70000076,-0.600000024,25.30000114,3.466666698,15.71666718,1,-122.2291667,45.99583333
3002,2895,9.320833206,16.25,2.549999952,1753,260,46,53.79310226,766,167,185,10.17500019,39.43798447,562.1002197,24.20000076,-1.600000024,25.80000114,3.166666746,16.18333244,0,-121.7541667,48.27083333
3003,1827,3.708333492,12.9333334,-5.016666889,1107,184,26,60.84421921,525,107,109,11.0666666,34.58333206,741.7664185,22.10000038,-9.899999619,32,-4.483333111,12.85000038,1,-120.5458333,47.77083333
3004,2047,4.733333588,14.23333359,-4.633333683,1121,189,29,63.52636719,547,105,105,12.28333378,36.34122086,776.4497681,24.20000076,-9.600000381,33.80000305,-4.083333492,14.23333359,1,-120.8041667,48.4625
3005,1052,5.599999905,13.26666641,-1.233333349,1841,307,28,65.50061798,882,132,142,10.26666641,37.60683823,596.5164185,22,-5.300000191,27.29999924,-0.666666687,13.01666641,1,-121.6541667,46.2375
3006,3328,1.783333302,11.11666679,-6.766666889,1118,159,42,45.22681808,468,146,146,11.01666641,34.53500366,738.0512695,20.10000038,-11.80000019,31.90000153,-6.333333492,11.11666679,0,-120.6625,48.5625
3007,2994,2.483333349,11.23333359,-5.383333206,1853,291,44,58.16400528,850,182,182,9.633333206,33.10424042,682.7994995,19.39999962,-9.699999809,29.09999847,-4.900000095,10.85000038,0,-121.0625,47.94583333
3008,2979,8.633333206,15.88333321,1.566666722,1832,286,51,53.7141304,798,181,196,9.133333206,36.10013199,589.8201904,23.39999962,-1.899999976,25.29999924,2.166666746,15.83333302,0,-121.6958333,48.70416667
3009,2828,7.125,15.71666718,-1.283333302,1298,229,19,70.20516968,652,87,87,10.36666679,35.26076889,700.0081177,24.20000076,-5.199999809,29.40000153,-0.666666687,15.71666718,1,-121.1875,47.2625
3010,589,6.945833206,14.44999981,0.049999952,2258,372,31,65.53935242,1071,156,169,10.59166622,38.65571594,586.9003906,23.5,-3.900000095,27.39999962,0.766666591,14.10000038,1,-122.0125,45.94583333
3011,2234,7.745833397,17.66666603,-2.233333349,667,132,12,78.09828949,366,51,51,12.84166718,36.69047546,811.5906372,27.70000076,-7.300000191,35,-1.666666627,17.66666603,1,-120.5958333,47.62916667
3012,4467,6.108333111,14.64999962,-2.166666508,831,151,12,72.97906494,429,56,56,11.73333359,37.48668671,689.3173218,24.60000038,-6.699999809,31.29999924,-1.316666722,14.64999962,1,-121.0458333,46.2125
3013,1993,6.8125,17.76666641,-4.933333397,421,70,20,47.48160934,184,64,72,13.9416666,35.74786377,920.3880615,28.10000038,-10.89999962,39,-4.083333015,17.25,1,-120.1708333,48.59583333
3014,232,5.120833397,12.48333359,-1.066666603,2087,342,38,62.28627777,977,163,177,8.974999428,36.18951416,559.7501831,20.10000038,-4.699999809,24.79999924,-0.533333361,12.03333282,1,-121.6791667,46.6875
3015,2233,6.833333492,16.28333282,-2.616666555,790,154,14,77.15622711,429,59,59,12.76666737,37.65978622,774.6416626,26.29999924,-7.599999905,33.89999771,-2.099999905,16.28333282,1,-120.6125,47.79583333
3016,905,3.120833397,10.66666698,-3.066666603,2222,362,44,60.2229538,1026,192,200,8.191666603,33.57240295,569.8104248,17.60000038,-6.800000191,24.40000153,-2.533333302,10.13333321,1,-121.4875,47.02916667
3017,3416,3.970833302,12.96666622,-4.616666794,1384,247,27,69.36056519,700,114,122,10.42500019,33.95765686,727.8843994,21.79999924,-8.899999619,30.69999886,-4.016666412,12.96666622,0,-120.8125,47.70416667
3018,4195,4.004166603,13.08333302,-4.633333206,750,129,19,59.55739594,354,74,82,10.57499981,33.89422989,732.0377808,22,-9.199999809,31.20000076,-4,13.0666666,1,-120.2958333,47.27083333
3019,3504,6.654166698,14.14999962,-0.449999988,1755,280,54,52.28931427,759,190,193,8.541666985,33.76152802,598.9212036,21.5,-3.799999952,25.29999924,0.150000006,13.91666603,0,-121.7291667,48.89583333
3020,3971,5.349999905,15.26666737,-4.450000286,646,108,19,57.10080719,302,72,77,12.3166666,35.49471664,809.3853149,25.10000038,-9.600000381,34.70000076,-3.816666842,15.03333378,0,-120.2875,47.8875
3021,1084,7.341666698,15.23333359,-0.149999931,1568,259,29,63.02452469,742,124,138,9.883333206,36.60493851,635.7880859,23.29999924,-3.700000048,27,0.299999982,15.14999962,1,-121.4041667,47.19583333
3022,241,6.845833302,13.75,1.233333349,2617,419,39,62.06415939,1205,193,210,10.04166698,40.98639297,518.5751953,22.10000038,-2.400000095,24.5,1.799999952,13.14999962,1,-122.1875,45.85416667
3023,550,9.070833206,15.81666756,2.866666555,2526,407,37,63.3333931,1173,182,199,11.00833321,42.83398056,531.1242676,24.70000076,-1,25.70000076,3.433333397,15.55000019,1,-122.2708333,45.95416667
3024,240,5.300000191,12.64999962,-1.149999976,2112,351,32,65.16150665,1007,152,164,9.899999619,37.93103409,568.3308716,21,-5.099999905,26.10000038,-0.599999964,12.30000019,1,-121.7958333,46.1125
3025,4150,6.729166508,15.53333282,-1.933333278,744,141,12,74.85910034,394,53,53,11.02499962,36.14754105,716.4763794,24.5,-6,30.5,-1.233333349,15.53333282,1,-121.0625,46.94583333
3026,1441,3.804166794,11.44999981,-2.833333254,1841,313,29,65.67094421,885,135,143,9.524999619,36.21672821,584.2223511,19.60000038,-6.699999809,26.29999924,-2.149999857,10.94999981,0,-121.5458333,46.27916667
3027,2395,2.549999952,11.84999943,-6.483333111,607,71,35,24.77754211,200,114,144,12.03333282,36.1361351,759.5722046,21.29999924,-12,33.29999924,-5.983333111,8.733333588,1,-119.8291667,48.74583333
3028,3396,4.674999714,12,-1.766666651,1806,275,60,49.30291748,767,210,210,8.183333397,33.67626953,573.2819824,18.79999924,-5.5,24.29999924,-1.416666627,12,0,-122.0208333,48.9875
3029,3844,5.150000095,12.4333334,-1.283333302,1863,287,58,50.8131752,799,209,209,7.983333588,33.26388931,568.9544067,19.20000076,-4.800000191,24,-0.916666687,12.4333334,0,-121.9958333,48.87083333
3030,3811,6.1875,13.16666698,0.06666664,2088,319,54,54.00254059,910,201,217,8.458333015,35.84039307,543.1688232,20.20000076,-3.400000095,23.60000038,0.5,12.91666698,0,-121.9291667,48.4125
3031,3514,4.254166603,11.71666622,-2.283333302,1752,271,57,52.07930374,766,199,199,8.408332825,33.90457153,581.5787964,18.79999924,-6,24.79999924,-1.916666627,11.71666622,0,-121.8041667,48.87916667
3032,3986,7.204166412,17.54999924,-3.283333302,460,81,12,61.15482712,223,47,51,12.27499962,34.48033905,849.65625,27.29999924,-8.300000191,35.59999847,-2.566666603,17.23333359,0,-120.3041667,47.59583333
3033,3745,1.145833373,9.916666985,-6.533333302,1623,233,53,49.3697319,696,197,197,10.00833321,34.04195023,677.2352295,18.20000076,-11.19999981,29.40000153,-6.133333206,9.916666985,0,-121.0458333,48.40416667
3034,3712,4.787499905,12.60000038,-2.216666698,2018,315,46,60.03887939,936,179,194,9.574999809,35.72761154,614.9172974,20.60000038,-6.199999809,26.79999924,-1.816666603,12.36666679,0,-121.3458333,48.2125
3035,273,8.5625,15.58333302,2.133333206,1829,267,49,49.1205368,763,193,193,9.908333778,39.79250336,557.1809082,23.39999962,-1.5,24.89999962,2.450000048,15.44999981,1,-121.7125,47.22916667
3036,884,6.224999905,13.6833334,-0.416666716,1829,306,28,66.11536407,884,131,144,10.58333302,39.34324646,579.7667847,22.60000038,-4.300000191,26.90000153,0.149999902,13.41666698,1,-121.7208333,46.3125
3037,3026,2.345833302,11.75,-6.633333206,691,86,35,29.73941231,249,120,143,12.10833359,36.25249481,761.0831299,21.20000076,-12.19999981,33.40000153,-6.166666508,11.61666679,0,-120.0291667,48.67083333
3038,1561,9.270833015,16.33333397,2.316666603,1875,291,48,56.56439209,837,170,192,9.958333015,38.59819031,575.6595459,24.20000076,-1.600000024,25.80000114,2.916666746,16.29999924,1,-121.6875,48.52916667
3039,1416,4.283333302,12.01666641,-2.400000095,1814,304,31,63.45472336,856,139,149,8.983333588,34.9546051,593.9327393,19.60000038,-6.099999905,25.70000076,-1.799999952,11.58333397,0,-121.4458333,46.72083333
3040,444,7.354166508,14.30000019,1.216666698,2329,344,53,54.32672119,1015,214,225,8.541666985,36.65951538,541.7835083,21.39999962,-1.899999976,23.29999924,1.600000024,14.05000019,1,-121.7125,47.37916667
3041,3586,5.962500095,13.16666698,-0.349999964,2510,385,53,57.84737015,1132,218,240,8.141666412,34.35302353,561.1560059,20.10000038,-3.599999905,23.70000076,0.083333366,12.90000057,0,-121.6458333,47.72083333
3042,248,6.341666698,13.8166666,0.049999993,2401,386,40,62.32725143,1118,182,195,10.28333282,39.10012436,570.3580933,22.60000038,-3.700000048,26.30000114,0.600000024,13.5,1,-122.0625,46.34583333
3043,1543,6.591666698,15.36666679,-1.933333397,1235,227,17,73.75387573,639,80,91,10,33.78378296,710.2651367,23.79999924,-5.800000191,29.59999847,-1.233333349,15.28333378,1,-121.0875,47.29583333
3044,1420,6.579166412,13.5666666,0.800000012,2551,413,39,63.06354523,1190,189,204,9.991666794,40.45209122,526.5689087,21.89999962,-2.799999952,24.69999886,1.400000095,13,0,-122.1458333,45.97916667
3045,2124,5.675000191,13.05000019,-0.949999988,1970,300,56,51.52745056,843,205,213,8.433333397,34.28184128,576.267395,20.20000076,-4.400000095,24.60000038,-0.466666609,12.71666718,1,-121.8958333,48.65416667
3046,2007,4.762499809,14.75,-5.349999905,468,58,26,27.11507416,159,86,107,12.47500038,35.14084625,823.1843262,24.39999962,-11.10000038,35.5,-4.800000191,11.08333302,1,-119.7541667,48.6125
